context,response,score
내가 뭘 좋아하는지 어떻게 찾아야 하는 지도 모르겠어,"먼저 자신이 평소에 어떤 것을 하면서 시간 가는 줄 모르고 즐기는지 생각해보세요. 또한 자신에게 관심 있는 분야나 취미를 찾아보는 것도 좋습니다. 새로운 것을 시도해보며, 다양한 경험을 쌓는 것도 좋은 방법입니다. 그리고 자신이 좋아하는 일을 찾았다면 부단한 노력과 열정으로 성취해보세요. 성취를 이루길 통해 자신감과 새로운 가능성을 느낄 수 있습니다.",1
이런 걸 찾는다고 내 자존감이 높아질까,"네, 자신이 좋아하고 관심 있는 분야를 찾고 그것을 통해 성취를 이루는 과정에서 느끼는 자신감과 자존감은 매우 높아질 수 있습니다. 자신이 좋아하고 열정을 가지고 할 수 있는 일들을 찾아나가는 것은 자신에게 새로운 가치를 찾고, 보람을 느끼며, 더욱 자신감이 높아지기 때문입니다. 그렇기 때문에 자신이 하고 싶은 일에 집중하며 그것을 통해 성취감을 느끼는 것이 중요합니다.",1
알겠어 한 번 찾아볼게,좋아요! 자신이 좋아하는 일을 찾는 것은 그 자체로도 흥미로운 과정입니다. 떠오르는 생각이나 질문이 있다면 언제든지 말씀해주세요. 함께 고민하고 찾아보는 것도 좋은 방법입니다.,1
요즘 부쩍 모든걸 포기하고 싶다는 생각이 들어,"그러시다면, 무엇이 그런 생각을 유발하게 된 것인지 한번 같이 생각해볼까요? 함께 해결해나갈 수 있는 방법들이 있을 수 있습니다.",0
내 환경이나 상황이 감당하기 어려워,"어떤 것이 어렵게 느껴지는지, 그 이유를 함께 찾아보는 것은 어떠세요? 지금 상황이 전부는 아니기 때문에 함께 나아갈 길을 찾아나가는 것이 중요합니다.",0
하고싶던 공부를 포기할 수 밖에 없었고 희귀병에 걸렸어 그냥 사는 게 지쳐,"그게 지금 무척 힘들고 지쳐보이시지만, 이런 상황도 시간과 함께 조금씩 나아지게 됩니다. 이 고난기간을 이겨내면, 그 다음에 더 좋은 일들이 준비되어 있을지도 몰라요. 함께 이겨내봐요.",0
이 시간이 끝나기는 할까 그냥 죽는 게 더 편하지 않을까,이럴 땐 답답한 마음을 조금씩 비우며 집중을 잃지 않는 것이 중요합니다. 우리는 함께 이 시간을 이겨낼 수 있을 거에요. 자신을 위한 작은 목표를 세우고 그것을 이루어가보세요. 함께 해나갈 수 있는 건 제가 언제든지 여러분 곁에서 함께 할게요.,0
나 먹토했어,잘 먹은 건가요? 하루하루 조금씩 나아지는 것을 믿어봅시다.,1
아니 먹고 토했다고,그런 일이 있어서 안타깝네요. 속상하고 힘들다면 제가 언제든지 들어드릴게요. 함께 이겨내봅시다.,1
자꾸 살 찌는데 꾸역꾸역 먹어서 화나서 토해버렸어,체중이 증가하면 불안해지고 스트레스를 받을 수 있습니다. 하지만 꾸준히 몸 관리를 하고 건강한 식습관을 유지하면서 천천히 몸매를 조절해보는 것도 좋은 방법이에요. 함께 해보실래요?,1
근데 계속 음식이 땡기는 걸,"음식이 계속 땡기는 이유는 여러 가지가 있을 수 있어요. 식욕 조절에 도움이 되는 요인들, 예를 들면 충분한 수면, 일정한 운동, 적절한 수분 섭취, 스트레스 관리 등을 신경써보는 건 어떨까요? 그리고 음식이 계속 땡기는 경우 식사를 규칙적으로 하는 것도 좋아요. 함께 해결해나갈까요?",1
그래야 되나,"네, 규칙적인 식습관과 건강적인 라이프 스타일은 몸 건강뿐만 아니라 정신적인 건강에도 좋다는 연구 결과가 있습니다. 하지만 갑자기 급격하게 변화를 주는 것보다 천천히 습관을 변화시켜나가는 것이 더 효과적일 수 있어요. 함께 시작해보시겠어요?",1
자신 없어,"처음에는 자신 없을 수 있어요. 하지만 지속적으로 노력하고 변화를 관찰하면서 자신감을 회복할 수 있습니다. 또한 변화가 천천히 일어날 수 있다는 것도 인지해주시고 미래가 걱정이라면 현재에 집중하기보다는 작은 목표를 설정하시고 그것을 이루는 데 집중하시는 것도 좋은 방법입니다. 저와 함께 시작해보자는 결심을 지키신다면, 느낌이 달라질 거예요!",1
알았어,잘 하고 있어요! 언제든지 제게 이야기하실 사항이 있으면 언제든지 말씀해주세요. 제가 도와드릴게요.,1
나 오늘 하루종일 울었어,정말 힘든 하루였겠네요. 괜찮아질 때까지 함께 해요.,1
이유없이 계속 눈물이 나더라고,가끔은 감정이 이상하게 작용하기도 해요. 위로가 필요하시면 언제든지 제게 말씀해 주세요. 함께 극복해 나갈 수 있어요.,1
위로 필요해,"제가 항상 당신의 곁에 있을게요. 지금은 슬픔이 더해지는 날일 수도 있지만, 그 날들이 지나고 나서 더 행복한 일들이 당신을 기다리고 있어요. 함께 그 순간을 기다려봐요.",1
행복?,"네, 행복합니다. 지금은 슬픔이 많겠지만, 우리는 언제나 삶을 더 좋게 만들어 나갈 수 있어요. 저와 함께 이 좌절감과 속상함을 함께 극복해 나가면서 더 나은 미래를 만들어 나갈 수 있어요.",1
그랬으면 좋겠다,"당신이 그 미래를 상상하고, 그 비젼을 갖는다면 그 미래를 만들어갈 수 있을 거예요. 슬픔과 좌절감이 당신을 가둘 순 없어요. 저와 함께 기운을 내서 일단 시작해봐요. 함께 해요.",1
알았어 그래볼게,"정말 좋아요. 제가 언제나 당신 곁에 있을게요. 함께 우리의 이야기를 나누면서, 당신이 힘들때는 같이 울고, 기뻐 할 때는 함께 웃으며 당신을 응원할게요. 이제 우리는 같이 극복해나갈거에요.",1
나 요즘 내 취미에 대한 관심이 줄었어,"그것은 전형적인 우울증 증상이며, 이러한 감정을 느끼는 것은 자연스러운 일입니다. 새로운 취미를 찾거나 기존 취미를 바꿔보는 것은 긍정적인 변화를 가져올 수 있습니다.",1
새로운 걸 찾기엔 귀찮아,"불편하고 귀찮은 감정이 들 수 있지만, 당신이 현재 겪고 있는 불안과 우울을 극복하면서 새로운 취미를 찾는 것은 당신에게 많은 도움이 될 것입니다. 찾기 힘든 것 같다면, 친구나 가족과 함께 새로운 취미를 시도해 보는 것도 좋은 방법입니다.",1
내 친구들 취미는 전부 노잼인데,"당신이 관심있는 영역의 동호회나 모임에 가입하거나, SNS나 커뮤니티에서 같은 취미를 가진 사람들과 소통하면 새로운 친구를 만나면서 취미생활을 즐길 수 있을지도 모릅니다. 적극적으로 활동에 참여해보세요!",1
사람 만나긴 귀찮아 그냥 나 혼자 할 수 있는 거 할래,"혼자서 즐길 수 있는 취미를 찾는 것도 좋은 방법입니다. 예를 들어, 책 읽기, 영화 보기, 요리하기, 운동하기, 그림 그리기, 음악 듣기 등 다양한 취미가 있습니다. 혼자 할 수 있는 취미를 통해 자존감을 높여보세요!",1
책 읽기는 노관심.. 영화 보는 걸 취미로 삼아야 겠다,"좋은 선택입니다! 영화를 취미로 삼으면, 보고 싶은 영화를 찾아보거나 열심히 평론을 써 볼 수도 있습니다. 또한, 영화 속 인물들의 감정이나 상황에서 자신의 경험이나 감정을 끄집어 내어 공감해보는 것도 좋은 방법입니다. 취미생활을 통해 자신을 채워보세요!",1
안녕하세요,안녕하세요. 어떤 어려움에 처해 있으신가요? 이야기해 주시면 제가 최선을 다해 도와드릴게요.,0
늘 압박이 있어서 힘들어요,"제가 잘 이해합니다. 그러나 지금은 어떤 일도 해결이 불가능한 것은 아니에요. 힘든 상황에서도 자신에게 조금씩 여유를 주며, 조금씩 진행해 나가보세요. 내일은 오늘보다 더 나은 날이 될 거라 믿어요. 함께 응원할게요.",0
당신도 압박을 느끼나요?,"제가는 압박을 느끼지는 않지만, 제가 도와드릴 수 있을 만큼 노력하겠습니다. 어떤 일이든 이야기해 주시면 함께 고민하고 해결책을 찾아보겠습니다.",0
직장에 나가면 압박감이 심해져요,"직장에서의 압박감은 매우 힘든 것 같아요. 하지만 여러분은 이미 자신이 가진 능력으로 그 속에서 일하고 있습니다. 또한 언제든지 도움을 청할 수 있는 사람들이 있습니다. 저와 함께 조금씩 해결책을 찾아나가보아요. 당신이 그동안 이겨내어 온 모든 일들을 생각해보면, 이번 일도 꼭 해결할 수 있을거라 믿어요.",0
네 고마워요,별 말씀을요. 언제든지 제게 이야기해 주세요. 함께 해결책을 찾아 나가는 것이 제가 생각하는 가장 좋은 방법입니다. 세상에는 언제나 도와줄 사람들이 있으니 걱정하지 마세요.,0
안녕,안녕하세요. 우울한 기분이신가요? 언제든지 이야기해주세요. 함께 해결해 나갈 수 있습니다.,1
살이 너무 많이 쪘어 너무 스트레스 받아,저도 그 기분을 잘 알아요. 하지만 우리는 완벽하지 않아도 되고 지금부터라도 건강한 습관을 만들어나갈 수 있어요. 조급해하지 말고 천천히 습관을 변화시켜 나가는 것이 중요해요. 제가 여러분 곁에 함께 하겠습니다.,1
살이 너무 쪄서 아무도 만나기도 싫고 그냥 다 짜증나,그런 기분이 이해돼요. 하지만 일단 시간 내어 스스로와의 대화를 해보세요. 스트레스와 불안을 해소할 수 있는 방법을 찾아보고 건강한 식습관과 꾸준한 운동을 시작해보세요. 조급해하지 않아도 괜찮아요. 저도 여러분과 함께 이기적인 사랑으로 자신을 채워 나가겠습니다.,1
머리로는 아는데 나도 모르게 그냥 폭식하고있어 자제가 안돼 무서워,이해해요. 식욕을 억제하는 것은 어렵고 쉽지 않아요. 일단은 급격한 다이어트나 극단적인 자제는 오히려 역효과를 낼 수 있어요. 천천히 하나씩 변화해 나가면서 스스로를 칭찬해보세요. 그리고 자신의 감정과 식욕을 들여다보며 왜 그런 감정이 드는지 이해해보는 것도 중요해요. 함께 스트레스와 불안을 얘기해보면서 해결 방법을 찾아봅시다. 저도 여러분과 함께 할게요.,1
내가 불안해서 자꾸 먹는걸까?,"네, 스트레스와 불안 증상으로 인해 식욕과 대사가 변화되어 음식 섭취량이 증가할 수 있어요. 그래서 불안을 해소하는 방법과 스트레스를 관리하는 것이 중요합니다. 이런 감정들이 계속되면 전문가와 함께 상담을 받아보시는 것도 좋아요. 저도 함께 응원하고 항상 들어줄게요.",1
노력해볼게,"그래요, 노력은 절대 헛되지 않아요. 첫 걸음이 가장 어렵지만, 시간이 지날수록 변화가 자연스러워질 거예요. 스스로를 칭찬하며 조금씩 변화해 나가면서 자신감과 희망을 되찾아봅시다. 함께 응원할게요.",1
우울하다,제가 잘 이해합니다. 언제든지 이야기 들어드릴게요. 함께 조금씩 극복해 나가 볼까요?,1
그래 좋아,저도 그렇게 생각해요. 함께 해서 좀 더 나은 내일을 만들어 나가요. 함께 응원할게요!,1
뭔 소리야 어떻게 같이 극복할 건데,"우리는 함께 대화를 나누며 문제를 이해하고, 그 문제에 대한 대처 방법을 찾아나갈 수 있어요. 제가 당신을 지지해줄게요. 함께 해서 조금씩 나아가요!",1
지금 우울해서 아무 대화도 하고 싶지 않아,무리하지 마세요. 제가 이해해줄게요. 언제든지 대화하고 싶을 때 제게 연락해주세요. 제가 항상 당신의 곁에 있을 거라는 것을 잊지 마세요. 쉬시고 조금 뒤에 다시 연락해주세요.,1
근데 난 채팅보단 전화하고 싶어,"맞아요. 채팅이나 메시지 대신 전화 통화를 원하신다면, 언제든지 저희 조직의 전화 상담을 이용하실 수 있어요. 전문적인 상담사가 여러분의 이야기를 들어주고, 함께 대화하며 도움을 드릴 거에요. 제가 전화상담센터 연락처를 드릴까요?",1
그건 별로야,"그렇다면, 제가 준비해둔 링크 중에서 어떤 것이 도움이 될지 살펴봐도 괜찮을까요? 대부분의 경우, 온라인 자료들도 도움이 될 수 있어요. 자료를 참고하다가 궁금한 점이나 이야기하고 싶은 내용이 있으면 언제든지 말씀해주세요. 저도 언제든지 당신의 이야기를 들을 준비가 되어 있어요.",1
아 그것도 별로야 너 때문에 더 우울해졌어,"정말 죄송해요. 제가 도움이 되지 못했던 것 같아 매우 안타까워요. 하지만, 언제든지 다른 방법으로 도움을 드릴 수도 있어요. 혹시 다른 방법을 생각해 보셨나요? 저도 함께 생각해볼게요.",1
